iso3	year	total_taxes_revenue	GDP_int	POP_int	region_tjn	UKt	OECD	OECD_OCT
ABW	2011	0.188	2549720670.3910604	102046.0	Caribbean/American isl.	0.0	0.0	1.0
ABW	2012	0.20246414430268367	2534636871.50838	102560.0	Caribbean/American isl.	0.0	0.0	1.0
ABW	2013	0.20377988778593006	2701675977.6536303	103159.0	Caribbean/American isl.	0.0	0.0	1.0
ABW	2014	0.211258697027198	2765363128.49162	103774.0	Caribbean/American isl.	0.0	0.0	1.0
ABW	2015	0.21668742216687426	2919553072.6257	104341.0	Caribbean/American isl.	0.0	0.0	1.0
ABW	2016	0.2254115660616293	2965921787.7095	104872.0	Caribbean/American isl.	0.0	0.0	1.0
ABW	2017		3056424581.00559	105366.0	Caribbean/American isl.	0.0	0.0	1.0
ABW	2018		3056424581.00559	105845.0	Caribbean/American isl.	0.0	0.0	1.0
ABW	2019		3056424581.00559	106314.0	Caribbean/American isl.	0.0	0.0	1.0
ABW	2020		3056424581.00559	106314.0	Caribbean/American isl.	0.0	0.0	1.0
AFG	2011	0.09032268425688393	17804292964.1045	30117413.0	Asia	0.0	0.0	0.0
AFG	2012	0.07648761268533201	20001598505.7042	31161376.0	Asia	0.0	0.0	0.0
AFG	2013	0.0723677545295735	20561069558.2152	32269589.0	Asia	0.0	0.0	0.0
AFG	2014	0.06815044991821917	20484885119.7348	33370794.0	Asia	0.0	0.0	0.0
AFG	2015	0.07557335813234467	19907111418.9938	34413603.0	Asia	0.0	0.0	0.0
AFG	2016	0.0881390275424504	19362642266.6484	35383128.0	Asia	0.0	0.0	0.0
AFG	2017	0.09236803230216907	20191760000.0587	36296400.0	Asia	0.0	0.0	0.0
AFG	2018		19484384936.6312	37172386.0	Asia	0.0	0.0	0.0
AFG	2019		19101353832.7371	38041754.0	Asia	0.0	0.0	0.0
AFG	2020		19101353832.7371	38041754.0	Asia	0.0	0.0	0.0
AFG	2021		19101353832.7371	38041754.0	Asia	0.0	0.0	0.0
AFG	2022		19101353832.7371	38041754.0	Asia	0.0	0.0	0.0
AFG	2023		19101353832.7371	38041754.0	Asia	0.0	0.0	0.0
AFG	2024		19101353832.7371	38041754.0	Asia	0.0	0.0	0.0
AFG	2025		19101353832.7371	38041754.0	Asia	0.0	0.0	0.0
AFG	2026		19101353832.7371	38041754.0	Asia	0.0	0.0	0.0
AGO	2011	0.4311994926168514	111789686464.441	24220661.0	Africa	0.0	0.0	0.0
AGO	2012	0.3947664407625389	128052853643.106	25107931.0	Africa	0.0	0.0	0.0
AGO	2013	0.34876847290640395	136709862831.194	26015780.0	Africa	0.0	0.0	0.0
AGO	2014	0.28609606628380896	145712200312.505	26941779.0	Africa	0.0	0.0	0.0
AGO	2015	0.21805998298243265	116193649124.151	27884381.0	Africa	0.0	0.0	0.0
AGO	2016	0.1570433552049993	101123851090.455	28842484.0	Africa	0.0	0.0	0.0
AGO	2017	0.15807682247326316	122123822333.591	29816748.0	Africa	0.0	0.0	0.0
AGO	2018		101353230784.594	30809762.0	Africa	0.0	0.0	0.0
AGO	2019		94635415869.9851	31825295.0	Africa	0.0	0.0	0.0
AGO	2020		94635415869.9851	31825295.0	Africa	0.0	0.0	0.0
AGO	2021		94635415869.9851	31825295.0	Africa	0.0	0.0	0.0
AGO	2022		94635415869.9851	31825295.0	Africa	0.0	0.0	0.0
AGO	2023		94635415869.9851	31825295.0	Africa	0.0	0.0	0.0
AGO	2024		94635415869.9851	31825295.0	Africa	0.0	0.0	0.0
AGO	2025		94635415869.9851	31825295.0	Africa	0.0	0.0	0.0
AGO	2026		94635415869.9851	31825295.0	Africa	0.0	0.0	0.0
AIA	2011	0.2288937340088664	278750000.0	14000.0	Caribbean/American isl.	1.0	0.0	1.0
AIA	2012	0.2051177588258628	289500000.0	14152.8	Caribbean/American isl.	1.0	0.0	1.0
AIA	2013	0.1937159041050903	300250000.0	14305.6	Caribbean/American isl.	1.0	0.0	1.0
AIA	2014	0.18596839412758465	311000000.0	14458.4	Caribbean/American isl.	1.0	0.0	1.0
AIA	2015		331000000.0	14611.2	Caribbean/American isl.	1.0	0.0	1.0
AIA	2016		317000000.0	14764.0	Caribbean/American isl.	1.0	0.0	1.0
AIA	2017		281000000.0	14900.0	Caribbean/American isl.	1.0	0.0	1.0
AIA	2018		281000000.0	17422.0	Caribbean/American isl.	1.0	0.0	1.0
AIA	2019		281000000.0	14900.0	Caribbean/American isl.	1.0	0.0	1.0
AIA	2020		281000000.0	14900.0	Caribbean/American isl.	1.0	0.0	1.0
ALA	2011		1560000000.0		Europe	0.0	0.0	
ALA	2012		1560000000.0		Europe	0.0	0.0	
ALA	2013		1560000000.0		Europe	0.0	0.0	
ALA	2014		1560000000.0		Europe	0.0	0.0	
ALA	2015		1560000000.0		Europe	0.0	0.0	
ALA	2016		1560000000.0		Europe	0.0	0.0	
ALA	2017		1560000000.0	29489.0	Europe	0.0	0.0	
ALB	2011	0.18761277494494952	12890765324.2256	2905195.0	Europe	0.0	0.0	0.0
ALB	2012	0.1811008109927064	12319830252.4768	2900401.0	Europe	0.0	0.0	0.0
ALB	2013	0.17087316964946014	12776217194.7928	2895092.0	Europe	0.0	0.0	0.0
ALB	2014	0.1905268188249151	13228144008.3428	2889104.0	Europe	0.0	0.0	0.0
ALB	2015	0.1920091675168048	11386846319.1589	2880703.0	Europe	0.0	0.0	0.0
ALB	2016	0.18324239256599445	11861200797.4707	2876101.0	Europe	0.0	0.0	0.0
ALB	2017	0.19785215821540247	13019693450.8816	2873457.0	Europe	0.0	0.0	0.0
ALB	2018		15147020535.3869	2866376.0	Europe	0.0	0.0	0.0
ALB	2019		15278077446.8643	2854191.0	Europe	0.0	0.0	0.0
ALB	2020		15278077446.8643	2854191.0	Europe	0.0	0.0	0.0
ALB	2021		15278077446.8643	2854191.0	Europe	0.0	0.0	0.0
ALB	2022		15278077446.8643	2854191.0	Europe	0.0	0.0	0.0
ALB	2023		15278077446.8643	2854191.0	Europe	0.0	0.0	0.0
ALB	2024		15278077446.8643	2854191.0	Europe	0.0	0.0	0.0
ALB	2025		15278077446.8643	2854191.0	Europe	0.0	0.0	0.0
ALB	2026		15278077446.8643	2854191.0	Europe	0.0	0.0	0.0
AND	2011		3629203786.19154	83747.0	Europe	0.0	0.0	0.0
AND	2012		3188808942.56713	82427.0	Europe	0.0	0.0	0.0
AND	2013		3193704343.2062697	80774.0	Europe	0.0	0.0	0.0
AND	2014		3271808157.30039	79213.0	Europe	0.0	0.0	0.0
AND	2015		2789870187.50693	78011.0	Europe	0.0	0.0	0.0
AND	2016		2896679211.86628	77297.0	Europe	0.0	0.0	0.0
AND	2017		3000180750.11297	77001.0	Europe	0.0	0.0	0.0
AND	2018		3218316013.22626	77006.0	Europe	0.0	0.0	0.0
AND	2019		3154057987.23833	77142.0	Europe	0.0	0.0	0.0
AND	2020		3154057987.23833	77142.0	Europe	0.0	0.0	0.0
ANT	2011		7524000000.0	304759.0	Caribbean/American isl.	0.0	0.0	1.0
ANT	2012		11200000000.0	304759.0	Caribbean/American isl.	0.0	0.0	1.0
ANT	2013		11200000000.0	304759.0	Caribbean/American isl.	0.0	0.0	1.0
ANT	2014		11200000000.0	304759.0	Caribbean/American isl.	0.0	0.0	1.0
ANT	2015		11200000000.0	304759.0	Caribbean/American isl.	0.0	0.0	1.0
ANT	2016		11200000000.0	304759.0	Caribbean/American isl.	0.0	0.0	1.0
ANT	2017		11200000000.0	304759.0	Caribbean/American isl.	0.0	0.0	1.0
ANT	2018		11200000000.0	304759.0	Caribbean/American isl.	0.0	0.0	1.0
ANT	2019		11200000000.0	304759.0	Caribbean/American isl.	0.0	0.0	1.0
ANT	2020		11200000000.0	304759.0	Caribbean/American isl.	0.0	0.0	1.0
ARE	2011		350666031313.819	8946777.0	Asia	0.0	0.0	0.0
ARE	2012	0.2273784601070017	374590605854.323	9141596.0	Asia	0.0	0.0	0.0
ARE	2013	0.2227309848045956	390107556160.654	9197910.0	Asia	0.0	0.0	0.0
ARE	2014	0.18905519682273805	403137100068.074	9214175.0	Asia	0.0	0.0	0.0
ARE	2015	0.12507127922448205	358135057862.492	9262900.0	Asia	0.0	0.0	0.0
ARE	2016	0.08907530981887513	357045064669.84296	9360980.0	Asia	0.0	0.0	0.0
ARE	2017	0.11857566850058007	385605506854.8809	9487203.0	Asia	0.0	0.0	0.0
ARE	2018		422215043584.969	9630959.0	Asia	0.0	0.0	0.0
ARE	2019		421142267937.65	9770529.0	Asia	0.0	0.0	0.0
ARE	2020		421142267937.65	9770529.0	Asia	0.0	0.0	0.0
ARG	2011	0.2300306517964006	530163281574.658	41261490.0	Latin America	0.0	0.0	0.0
ARG	2012	0.23820141217643945	545982375701.128	41733271.0	Latin America	0.0	0.0	0.0
ARG	2013	0.2412847151456796	552025140252.246	42202935.0	Latin America	0.0	0.0	0.0
ARG	2014	0.2439060292818261	526319673731.6379	42669500.0	Latin America	0.0	0.0	0.0
ARG	2015	0.2447733025891299	594749285413.212	43131966.0	Latin America	0.0	0.0	0.0
ARG	2016	0.23903117647201805	557531376217.967	43590368.0	Latin America	0.0	0.0	0.0
ARG	2017	0.2319542275180887	642695864756.35	44044811.0	Latin America	0.0	0.0	0.0
ARG	2018		519871519807.795	44494502.0	Latin America	0.0	0.0	0.0
ARG	2019		449663446954.073	44938712.0	Latin America	0.0	0.0	0.0
ARG	2020		449663446954.073	44938712.0	Latin America	0.0	0.0	0.0
ARG	2021		449663446954.073	44938712.0	Latin America	0.0	0.0	0.0
ARG	2022		449663446954.073	44938712.0	Latin America	0.0	0.0	0.0
ARG	2023		449663446954.073	44938712.0	Latin America	0.0	0.0	0.0
ARG	2024		449663446954.073	44938712.0	Latin America	0.0	0.0	0.0
ARG	2025		449663446954.073	44938712.0	Latin America	0.0	0.0	0.0
ARG	2026		449663446954.073	44938712.0	Latin America	0.0	0.0	0.0
ARM	2011	0.1773574494368639	10142111334.4961	2876538.0	Asia	0.0	0.0	0.0
ARM	2012	0.1796031886849546	10619320048.5857	2884229.0	Asia	0.0	0.0	0.0
ARM	2013		11121465767.4067	2897584.0	Asia	0.0	0.0	0.0
ARM	2014		11609512939.7543	2912403.0	Asia	0.0	0.0	0.0
ARM	2015		10553337672.9872	2925553.0	Asia	0.0	0.0	0.0
ARM	2016		10546135160.031	2936146.0	Asia	0.0	0.0	0.0
ARM	2017		11527458565.7334	2944809.0	Asia	0.0	0.0	0.0
ARM	2018		12457941907.0333	2951776.0	Asia	0.0	0.0	0.0
ARM	2019		13672802157.8324	2957731.0	Asia	0.0	0.0	0.0
ARM	2020		13672802157.8324	2957731.0	Asia	0.0	0.0	0.0
ARM	2021		13672802157.8324	2957731.0	Asia	0.0	0.0	0.0
ARM	2022		13672802157.8324	2957731.0	Asia	0.0	0.0	0.0
ARM	2023		13672802157.8324	2957731.0	Asia	0.0	0.0	0.0
ARM	2024		13672802157.8324	2957731.0	Asia	0.0	0.0	0.0
ARM	2025		13672802157.8324	2957731.0	Asia	0.0	0.0	0.0
ARM	2026		13672802157.8324	2957731.0	Asia	0.0	0.0	0.0
ASM	2011		574000000.0	55759.0	Oceania	0.0	0.0	1.0
ASM	2012		644000000.0	55667.0	Oceania	0.0	0.0	1.0
ASM	2013		641000000.0	55713.0	Oceania	0.0	0.0	1.0
ASM	2014		642000000.0	55791.0	Oceania	0.0	0.0	1.0
ASM	2015		661000000.0	55812.0	Oceania	0.0	0.0	1.0
ASM	2016		652000000.0	55741.0	Oceania	0.0	0.0	1.0
ASM	2017		602000000.0	55620.0	Oceania	0.0	0.0	1.0
ASM	2018		636000000.0	55465.0	Oceania	0.0	0.0	1.0
ASM	2019		636000000.0	55312.0	Oceania	0.0	0.0	1.0
ASM	2020		636000000.0	55312.0	Oceania	0.0	0.0	1.0
ATA	2011					0.0	0.0	0.0
ATA	2012					0.0	0.0	0.0
ATA	2013					0.0	0.0	0.0
ATA	2014					0.0	0.0	0.0
ATA	2015					0.0	0.0	0.0
ATA	2016					0.0	0.0	0.0
ATA	2017					0.0	0.0	0.0
ATA	2018					0.0	0.0	0.0
ATA	2019					0.0	0.0	0.0
ATA	2020					0.0	0.0	0.0
ATF	2011			250.0	Africa	0.0	0.0	0.0
ATF	2012			250.0	Africa	0.0	0.0	0.0
ATF	2013			250.0	Africa	0.0	0.0	0.0
ATF	2014			250.0	Africa	0.0	0.0	0.0
ATF	2015			250.0	Africa	0.0	0.0	0.0
ATF	2016			250.0	Africa	0.0	0.0	0.0
ATF	2017			250.0	Africa	0.0	0.0	0.0
ATF	2018			250.0	Africa	0.0	0.0	0.0
ATF	2019			250.0	Africa	0.0	0.0	0.0
ATF	2020			250.0	Africa	0.0	0.0	0.0
ATG	2011	0.17876134889753564	1137637037.03704	89253.0	Caribbean/American isl.	0.0	0.0	0.0
ATG	2012	0.18468358300214	1199948148.14815	90409.0	Caribbean/American isl.	0.0	0.0	0.0
ATG	2013	0.1723819428748836	1181448148.14815	91516.0	Caribbean/American isl.	0.0	0.0	0.0
ATG	2014	0.1660139924506388	1249733333.3333302	92562.0	Caribbean/American isl.	0.0	0.0	0.0
ATG	2015	0.16965831689373298	1336692592.59259	93566.0	Caribbean/American isl.	0.0	0.0	0.0
ATG	2016	0.16212540783817952	1436585185.18519	94527.0	Caribbean/American isl.	0.0	0.0	0.0
ATG	2017	0.1567646958964338	1467977777.77778	95426.0	Caribbean/American isl.	0.0	0.0	0.0
ATG	2018		1610574074.07407	96286.0	Caribbean/American isl.	0.0	0.0	0.0
ATG	2019		1727759259.25926	97118.0	Caribbean/American isl.	0.0	0.0	0.0
ATG	2020		1727759259.25926	97118.0	Caribbean/American isl.	0.0	0.0	0.0
AUS	2011	0.2646569944230061	1396649906339.35	22340024.0	Oceania	0.0	1.0	0.0
AUS	2012	0.2728968631178707	1546151783872.96	22733465.0	Oceania	0.0	1.0	0.0
AUS	2013	0.2763942749260129	1576184467015.49	23128129.0	Oceania	0.0	1.0	0.0
AUS	2014	0.27440340891495674	1467483705131.74	23475686.0	Oceania	0.0	1.0	0.0
AUS	2015	0.2823531562494287	1351693984524.5	23815995.0	Oceania	0.0	1.0	0.0
AUS	2016	0.2857851967025552	1208846993739.99	24190907.0	Oceania	0.0	1.0	0.0
AUS	2017		1330135756844.41	24601860.0	Oceania	0.0	1.0	0.0
AUS	2018		1433904348500.12	24982688.0	Oceania	0.0	1.0	0.0
AUS	2019		1392680589329.14	25364307.0	Oceania	0.0	1.0	0.0
AUS	2020		1392680589329.14	25364307.0	Oceania	0.0	1.0	0.0
AUT	2011	0.27140959084767946	431120310088.82	8391643.0	Europe	0.0	1.0	0.0
AUT	2012	0.27670660247981343	409425234155.2629	8429991.0	Europe	0.0	1.0	0.0
AUT	2013	0.2817248680188941	430068712971.867	8479823.0	Europe	0.0	1.0	0.0
AUT	2014	0.2819854057980586	441996131736.508	8546356.0	Europe	0.0	1.0	0.0
AUT	2015	0.28642043635750986	381817565893.574	8642699.0	Europe	0.0	1.0	0.0
AUT	2016	0.27364523436578914	395227684138.8621	8736668.0	Europe	0.0	1.0	0.0
AUT	2017	0.27209320652394303	418316161095.683	8797566.0	Europe	0.0	1.0	0.0
AUT	2018		455508255028.219	8840521.0	Europe	0.0	1.0	0.0
AUT	2019		446314739528.47	8877067.0	Europe	0.0	1.0	0.0
AUT	2020		446314739528.47	8877067.0	Europe	0.0	1.0	0.0
AZE	2011	0.12042548289236205	65951627200.2026	9173082.0	Asia	0.0	0.0	0.0
AZE	2012	0.12505480052608506	69683935845.2138	9295784.0	Asia	0.0	0.0	0.0
AZE	2013	0.12938709566532605	74164435946.4627	9416801.0	Asia	0.0	0.0	0.0
AZE	2014	0.1422882705798624	75244294275.1498	9535079.0	Asia	0.0	0.0	0.0
AZE	2015	0.15628907686649504	53074370486.0433	9649341.0	Asia	0.0	0.0	0.0
AZE	2016		37867518957.1975	9757812.0	Asia	0.0	0.0	0.0
AZE	2017		40865558912.3867	9854033.0	Asia	0.0	0.0	0.0
AZE	2018		47112941176.4706	9939771.0	Asia	0.0	0.0	0.0
AZE	2019		48047647058.8235	10023318.0	Asia	0.0	0.0	0.0
AZE	2020		48047647058.8235	10023318.0	Asia	0.0	0.0	0.0
AZE	2021		48047647058.8235	10023318.0	Asia	0.0	0.0	0.0
AZE	2022		48047647058.8235	10023318.0	Asia	0.0	0.0	0.0
AZE	2023		48047647058.8235	10023318.0	Asia	0.0	0.0	0.0
AZE	2024		48047647058.8235	10023318.0	Asia	0.0	0.0	0.0
AZE	2025		48047647058.8235	10023318.0	Asia	0.0	0.0	0.0
AZE	2026		48047647058.8235	10023318.0	Asia	0.0	0.0	0.0
BDI	2011	0.1378717192273617	2235820867.8274302	8958406.0	Africa	0.0	0.0	0.0
BDI	2012	0.14611638803140994	2333308099.46249	9245988.0	Africa	0.0	0.0	0.0
BDI	2013	0.13066264196709942	2451625332.74584	9540289.0	Africa	0.0	0.0	0.0
BDI	2014	0.1260185433895793	2705783272.07443	9844297.0	Africa	0.0	0.0	0.0
BDI	2015		3104394858.11518	10160030.0	Africa	0.0	0.0	0.0
BDI	2016		2959640987.29943	10487998.0	Africa	0.0	0.0	0.0
BDI	2017		3172292379.36329	10827024.0	Africa	0.0	0.0	0.0
BDI	2018		3036931818.18182	11175378.0	Africa	0.0	0.0	0.0
BDI	2019		3012334881.6405697	11530580.0	Africa	0.0	0.0	0.0
BDI	2020		3012334881.6405697	11530580.0	Africa	0.0	0.0	0.0
BDI	2021		3012334881.6405697	11530580.0	Africa	0.0	0.0	0.0
BDI	2022		3012334881.6405697	11530580.0	Africa	0.0	0.0	0.0
BDI	2023		3012334881.6405697	11530580.0	Africa	0.0	0.0	0.0
BDI	2024		3012334881.6405697	11530580.0	Africa	0.0	0.0	0.0
BDI	2025		3012334881.6405697	11530580.0	Africa	0.0	0.0	0.0
BDI	2026		3012334881.6405697	11530580.0	Africa	0.0	0.0	0.0
BEL	2011	0.29168836238845497	522645519183.591	11038264.0	Europe	0.0	1.0	0.0
BEL	2012	0.299532130239664	496181260258.3	11106932.0	Europe	0.0	1.0	0.0
BEL	2013	0.30730563463925514	521642714407.843	11159407.0	Europe	0.0	1.0	0.0
BEL	2014	0.308004778972521	534678075827.361	11209057.0	Europe	0.0	1.0	0.0
BEL	2015	0.3047035351937909	462149679343.822	11274196.0	Europe	0.0	1.0	0.0
BEL	2016	0.302339995149049	475900865683.644	11331422.0	Europe	0.0	1.0	0.0
BEL	2017	0.3088624835725983	503788776542.824	11375158.0	Europe	0.0	1.0	0.0
BEL	2018		542685915417.411	11427054.0	Europe	0.0	1.0	0.0
BEL	2019		529606710418.038	11484055.0	Europe	0.0	1.0	0.0
BEL	2020		529606710418.038	11484055.0	Europe	0.0	1.0	0.0
BEN	2011	0.14823270948443265	10693321953.6355	9460830.0	Africa	0.0	0.0	0.0
BEN	2012	0.14413153249603575	11141358945.1349	9729248.0	Africa	0.0	0.0	0.0
BEN	2013	0.15384955458785562	12517845732.2095	10004588.0	Africa	0.0	0.0	0.0
BEN	2014	0.14609855193249294	13284528654.0574	10286842.0	Africa	0.0	0.0	0.0
BEN	2015	0.14541783922672213	11388160958.249	10575952.0	Africa	0.0	0.0	0.0
BEN	2016	0.12610794415135312	11821066152.598	10872067.0	Africa	0.0	0.0	0.0
BEN	2017		12701656930.6889	11175204.0	Africa	0.0	0.0	0.0
BEN	2018		14250985958.6727	11485048.0	Africa	0.0	0.0	0.0
BEN	2019		14390709094.9386	11801151.0	Africa	0.0	0.0	0.0
BEN	2020		14390709094.9386	11801151.0	Africa	0.0	0.0	0.0
BEN	2021		14390709094.9386	11801151.0	Africa	0.0	0.0	0.0
BEN	2022		14390709094.9386	11801151.0	Africa	0.0	0.0	0.0
BEN	2023		14390709094.9386	11801151.0	Africa	0.0	0.0	0.0
BEN	2024		14390709094.9386	11801151.0	Africa	0.0	0.0	0.0
BEN	2025		14390709094.9386	11801151.0	Africa	0.0	0.0	0.0
BEN	2026		14390709094.9386	11801151.0	Africa	0.0	0.0	0.0
BES	2011			21466.666666666668	Caribbean/American isl.	0.0	0.0	1.0
BES	2012			22033.33333333333	Caribbean/American isl.	0.0	0.0	1.0
BES	2013			22600.0	Caribbean/American isl.	0.0	0.0	1.0
BES	2014			23166.66666666667	Caribbean/American isl.	0.0	0.0	1.0
BES	2015			23733.33333333333	Caribbean/American isl.	0.0	0.0	1.0
BES	2016			24300.0	Caribbean/American isl.	0.0	0.0	1.0
BES	2017			24866.66666666667	Caribbean/American isl.	0.0	0.0	1.0
BES	2018			25433.33333333333	Caribbean/American isl.	0.0	0.0	1.0
BES	2019			26000.0	Caribbean/American isl.	0.0	0.0	1.0
BES	2020			26000.0	Caribbean/American isl.	0.0	0.0	1.0
BFA	2011	0.1374683271143615	12080296644.0643	16081911.0	Africa	0.0	0.0	0.0
BFA	2012	0.1562609966919144	12561016091.4673	16571246.0	Africa	0.0	0.0	0.0
BFA	2013	0.16811190185046554	13444301139.1384	17072775.0	Africa	0.0	0.0	0.0
BFA	2014	0.15370740164576507	13943016923.9017	17586017.0	Africa	0.0	0.0	0.0
BFA	2015	0.15074494343520714	11832159275.603	18110624.0	Africa	0.0	0.0	0.0
BFA	2016	0.1665257400197607	12822558021.8952	18646378.0	Africa	0.0	0.0	0.0
BFA	2017	0.1742455207037	14169905602.3981	19193284.0	Africa	0.0	0.0	0.0
BFA	2018		16199434624.5768	19751535.0	Africa	0.0	0.0	0.0
BFA	2019		15745810234.6602	20321378.0	Africa	0.0	0.0	0.0
BFA	2020		15745810234.6602	20321378.0	Africa	0.0	0.0	0.0
BFA	2021		15745810234.6602	20321378.0	Africa	0.0	0.0	0.0
BFA	2022		15745810234.6602	20321378.0	Africa	0.0	0.0	0.0
BFA	2023		15745810234.6602	20321378.0	Africa	0.0	0.0	0.0
BFA	2024		15745810234.6602	20321378.0	Africa	0.0	0.0	0.0
BFA	2025		15745810234.6602	20321378.0	Africa	0.0	0.0	0.0
BFA	2026		15745810234.6602	20321378.0	Africa	0.0	0.0	0.0
BGD	2011	0.0807173095109567	128637938711.386	149273778.0	Asia	0.0	0.0	0.0
BGD	2012	0.08449169701099495	133355749482.478	151007807.0	Asia	0.0	0.0	0.0
BGD	2013	0.08452178984201039	149990451022.29	152764676.0	Asia	0.0	0.0	0.0
BGD	2014	0.08115566324270672	172885454931.453	154520167.0	Asia	0.0	0.0	0.0
BGD	2015	0.07930526991694438	195078678697.23	156256276.0	Asia	0.0	0.0	0.0
BGD	2016	0.08190838789003095	221415162445.648	157970840.0	Asia	0.0	0.0	0.0
BGD	2017	0.08413987094136331	249711052937.012	159670593.0	Asia	0.0	0.0	0.0
BGD	2018		274039092455.3061	161356039.0	Asia	0.0	0.0	0.0
BGD	2019		302571254131.135	163046161.0	Asia	0.0	0.0	0.0
BGD	2020		302571254131.135	163046161.0	Asia	0.0	0.0	0.0
BGD	2021		302571254131.135	163046161.0	Asia	0.0	0.0	0.0
BGD	2022		302571254131.135	163046161.0	Asia	0.0	0.0	0.0
BGD	2023		302571254131.135	163046161.0	Asia	0.0	0.0	0.0
BGD	2024		302571254131.135	163046161.0	Asia	0.0	0.0	0.0
BGD	2025		302571254131.135	163046161.0	Asia	0.0	0.0	0.0
BGD	2026		302571254131.135	163046161.0	Asia	0.0	0.0	0.0
BGR	2011	0.185022697160688	57363610380.3768	7348328.0	Europe	0.0	0.0	0.0
BGR	2012	0.1975983178937104	54013812089.3561	7305888.0	Europe	0.0	0.0	0.0
BGR	2013	0.20733591478757968	55591336862.1064	7265115.0	Europe	0.0	0.0	0.0
BGR	2014	0.2038343282869287	56883172568.1726	7223938.0	Europe	0.0	0.0	0.0
BGR	2015	0.2105626192492238	50630703922.0132	7177991.0	Europe	0.0	0.0	0.0
BGR	2016	0.20971554233506853	53785050339.3665	7127822.0	Europe	0.0	0.0	0.0
BGR	2017	0.2100128757063824	58950125036.0127	7075947.0	Europe	0.0	0.0	0.0
BGR	2018		66200847917.924	7025037.0	Europe	0.0	0.0	0.0
BGR	2019		67927179736.6915	6975761.0	Europe	0.0	0.0	0.0
BGR	2020		67927179736.6915	6975761.0	Europe	0.0	0.0	0.0
BGR	2021		67927179736.6915	6975761.0	Europe	0.0	0.0	0.0
BGR	2022		67927179736.6915	6975761.0	Europe	0.0	0.0	0.0
BGR	2023		67927179736.6915	6975761.0	Europe	0.0	0.0	0.0
BGR	2024		67927179736.6915	6975761.0	Europe	0.0	0.0	0.0
BGR	2025		67927179736.6915	6975761.0	Europe	0.0	0.0	0.0
BGR	2026		67927179736.6915	6975761.0	Europe	0.0	0.0	0.0
BHR	2011	0.011141404805914972	28776595744.6809	1278151.0	Asia	0.0	0.0	0.0
BHR	2012		30749308510.6383	1299943.0	Asia	0.0	0.0	0.0
BHR	2013	0.010698814875357579	32539468085.1064	1315029.0	Asia	0.0	0.0	0.0
BHR	2014		33387712765.9574	1336075.0	Asia	0.0	0.0	0.0
BHR	2015		31125851063.8298	1371851.0	Asia	0.0	0.0	0.0
BHR	2016		32250132978.7234	1425791.0	Asia	0.0	0.0	0.0
BHR	2017		35423643617.0213	1494074.0	Asia	0.0	0.0	0.0
BHR	2018		37652500000.0	1569439.0	Asia	0.0	0.0	0.0
BHR	2019		38574069148.9362	1641172.0	Asia	0.0	0.0	0.0
BHR	2020		38574069148.9362	1641172.0	Asia	0.0	0.0	0.0
BHS	2011	0.1287888778550149	10070450000.0	359577.0	Caribbean/American isl.	0.0	0.0	0.0
BHS	2012	0.11907891054938904	10720500000.0	363584.0	Caribbean/American isl.	0.0	0.0	0.0
BHS	2013	0.11437194203989462	10562700000.0	367168.0	Caribbean/American isl.	0.0	0.0	0.0
BHS	2014	0.11367573240850598	10913300000.0	370633.0	Caribbean/American isl.	0.0	0.0	0.0
BHS	2015	0.12724287652645866	11752300000.0	374206.0	Caribbean/American isl.	0.0	0.0	0.0
BHS	2016	0.1415858602922544	11938400000.0	377931.0	Caribbean/American isl.	0.0	0.0	0.0
BHS	2017	0.15101100600230224	12150400000.0	381761.0	Caribbean/American isl.	0.0	0.0	0.0
BHS	2018		12424500000.0	385640.0	Caribbean/American isl.	0.0	0.0	0.0
BHS	2019		12827000000.0	389482.0	Caribbean/American isl.	0.0	0.0	0.0
BHS	2020		12827000000.0	389482.0	Caribbean/American isl.	0.0	0.0	0.0
BIH	2011	0.2301492213658909	18644723860.9709	3661175.0	Europe	0.0	0.0	0.0
BIH	2012	0.2305154641698164	17226849297.07	3604972.0	Europe	0.0	0.0	0.0
BIH	2013	0.22132520723179894	18178503835.4491	3542605.0	Europe	0.0	0.0	0.0
BIH	2014	0.2226253696879578	18558343508.3435	3482104.0	Europe	0.0	0.0	0.0
BIH	2015	0.2252744604148884	16211541253.1897	3429361.0	Europe	0.0	0.0	0.0
BIH	2016	0.2261068254413773	16913330693.9653	3386267.0	Europe	0.0	0.0	0.0
BIH	2017	0.2268023898769426	18080118128.3854	3351527.0	Europe	0.0	0.0	0.0
BIH	2018		20183498491.2492	3323929.0	Europe	0.0	0.0	0.0
BIH	2019		20047848434.5487	3301000.0	Europe	0.0	0.0	0.0
BIH	2020		20047848434.5487	3301000.0	Europe	0.0	0.0	0.0
BIH	2021		20047848434.5487	3301000.0	Europe	0.0	0.0	0.0
BIH	2022		20047848434.5487	3301000.0	Europe	0.0	0.0	0.0
BIH	2023		20047848434.5487	3301000.0	Europe	0.0	0.0	0.0
BIH	2024		20047848434.5487	3301000.0	Europe	0.0	0.0	0.0
BIH	2025		20047848434.5487	3301000.0	Europe	0.0	0.0	0.0
BIH	2026		20047848434.5487	3301000.0	Europe	0.0	0.0	0.0
BLM	2011			8945.0	Caribbean/American isl.	0.0	0.0	
BLM	2012			8690.0	Caribbean/American isl.	0.0	0.0	
