iso	year	pi	source	type	emp	wages	at	t_at	txt	revenue_unrelated	revenue_total	net_interest	etr
LBR	2011		BEA_income	all_groups									
LBR	2012		BEA_income	all_groups									
LBR	2013		BEA_income	all_groups									
LBR	2014		BEA_income	all_groups									
LBR	2015		BEA_income	all_groups									
LBR	2016		BEA_income	all_groups									
LBR	2017		BEA_income	all_groups									
LBR	2018		BEA_income	all_groups									
LBR	2019		BEA_income	all_groups									
LBR	2020		BEA_income	all_groups									
LBR	2021		BEA_income	all_groups									
LBY	2004		BEA_income	all_groups									
LBY	2005		BEA_income	all_groups									
LBY	2006		BEA_income	all_groups									
LBY	2007		BEA_income	all_groups									
LBY	2008		BEA_income	all_groups									
LBY	2009		BEA_income	all_groups									
LBY	2010		BEA_income	all_groups									
LBY	2011		BEA_income	all_groups									
LBY	2012		BEA_income	all_groups									
LBY	2013		BEA_income	all_groups									
LBY	2014		BEA_income	all_groups									
LBY	2015		BEA_income	all_groups									
LBY	2016		BEA_income	all_groups									
LBY	2017		BEA_income	all_groups									
LBY	2018		BEA_income	all_groups									
LBY	2019		BEA_income	all_groups									
LBY	2020		BEA_income	all_groups									
LBY	2021		BEA_income	all_groups									
LCA	2004		BEA_income	all_groups									
LCA	2005		BEA_income	all_groups									
LCA	2006		BEA_income	all_groups									
LCA	2007		BEA_income	all_groups									
LCA	2008		BEA_income	all_groups									
LCA	2009		BEA_income	all_groups									
LCA	2010		BEA_income	all_groups									
LCA	2011		BEA_income	all_groups									
LCA	2012		BEA_income	all_groups									
LCA	2013		BEA_income	all_groups									
LCA	2014		BEA_income	all_groups									
LCA	2015		BEA_income	all_groups									
LCA	2016		BEA_income	all_groups									
LCA	2017		BEA_income	all_groups									
LCA	2018		BEA_income	all_groups									
LCA	2019		BEA_income	all_groups									
LCA	2020		BEA_income	all_groups									
LCA	2021		BEA_income	all_groups									
LIE	2004		BEA_income	all_groups									
LIE	2005		BEA_income	all_groups									
LIE	2006		BEA_income	all_groups									
LIE	2007		BEA_income	all_groups									
LIE	2008		BEA_income	all_groups									
LIE	2009		BEA_income	all_groups									
LIE	2010		BEA_income	all_groups									
LIE	2011		BEA_income	all_groups									
LIE	2012		BEA_income	all_groups									
LIE	2013		BEA_income	all_groups									
LIE	2014		BEA_income	all_groups									
LIE	2015		BEA_income	all_groups									
LIE	2016		BEA_income	all_groups									
LIE	2017		BEA_income	all_groups									
LIE	2018		BEA_income	all_groups									
LIE	2019		BEA_income	all_groups									
LIE	2020		BEA_income	all_groups									
LIE	2021		BEA_income	all_groups									
LKA	2004		BEA_income	all_groups									
LKA	2005		BEA_income	all_groups									
LKA	2006		BEA_income	all_groups									
LKA	2007		BEA_income	all_groups									
LKA	2008		BEA_income	all_groups									
LKA	2009		BEA_income	all_groups									
LKA	2010		BEA_income	all_groups									
LKA	2011		BEA_income	all_groups									
LKA	2012		BEA_income	all_groups									
LKA	2013		BEA_income	all_groups									
LKA	2014		BEA_income	all_groups									
LKA	2015		BEA_income	all_groups									
LKA	2016		BEA_income	all_groups									
LKA	2017		BEA_income	all_groups									
LKA	2018		BEA_income	all_groups									
LKA	2019		BEA_income	all_groups									
LKA	2020		BEA_income	all_groups									
LKA	2021		BEA_income	all_groups									
LSO	2004		BEA_income	all_groups									
LSO	2005		BEA_income	all_groups									
LSO	2006		BEA_income	all_groups									
LSO	2007		BEA_income	all_groups									
LSO	2008		BEA_income	all_groups									
LSO	2009		BEA_income	all_groups									
LSO	2010		BEA_income	all_groups									
LSO	2011		BEA_income	all_groups									
LSO	2012		BEA_income	all_groups									
LSO	2013		BEA_income	all_groups									
LSO	2014		BEA_income	all_groups									
LSO	2015		BEA_income	all_groups									
LSO	2016		BEA_income	all_groups									
LSO	2017		BEA_income	all_groups									
LSO	2018		BEA_income	all_groups									
LSO	2019		BEA_income	all_groups									
LSO	2020		BEA_income	all_groups									
LSO	2021		BEA_income	all_groups									
LTU	2004		BEA_income	all_groups									
LTU	2005		BEA_income	all_groups									
LTU	2006		BEA_income	all_groups									
LTU	2007		BEA_income	all_groups									
LTU	2008		BEA_income	all_groups									
LTU	2009		BEA_income	all_groups									
LTU	2010		BEA_income	all_groups									
LTU	2011		BEA_income	all_groups									
LTU	2012		BEA_income	all_groups									
LTU	2013		BEA_income	all_groups									
LTU	2014		BEA_income	all_groups									
LTU	2015		BEA_income	all_groups									
LTU	2016		BEA_income	all_groups									
LTU	2017		BEA_income	all_groups									
LTU	2018		BEA_income	all_groups									
LTU	2019		BEA_income	all_groups									
LTU	2020		BEA_income	all_groups									
LTU	2021		BEA_income	all_groups									
LUX	2004	9003937361.597092	BEA_income	all_groups									
LUX	2005	12950642900.051844	BEA_income	all_groups									
LUX	2006	18096416913.535046	BEA_income	all_groups									
LUX	2007	20696099001.983032	BEA_income	all_groups									
LUX	2008	21405383338.15628	BEA_income	all_groups									
LUX	2009	22197274070.93134	BEA_income	all_groups									
LUX	2010	34385168362.16872	BEA_income	all_groups									
LUX	2011	25246872587.696827	BEA_income	all_groups									
LUX	2012	30518010165.586323	BEA_income	all_groups									
LUX	2013	38109339730.35389	BEA_income	all_groups									
LUX	2014	42449252370.27643	BEA_income	all_groups									
LUX	2015	29529604254.620712	BEA_income	all_groups									
LUX	2016	37665906187.49823	BEA_income	all_groups									
LUX	2017	45085986712.80243	BEA_income	all_groups									
LUX	2018	44076895150.2083	BEA_income	all_groups									
LUX	2019	40601150355.3987	BEA_income	all_groups									
LUX	2020	37112815908.01963	BEA_income	all_groups									
LUX	2021		BEA_income	all_groups									
LVA	2004		BEA_income	all_groups									
LVA	2005		BEA_income	all_groups									
LVA	2006		BEA_income	all_groups									
LVA	2007		BEA_income	all_groups									
LVA	2008		BEA_income	all_groups									
LVA	2009		BEA_income	all_groups									
LVA	2010		BEA_income	all_groups									
LVA	2011		BEA_income	all_groups									
LVA	2012		BEA_income	all_groups									
LVA	2013		BEA_income	all_groups									
LVA	2014		BEA_income	all_groups									
LVA	2015		BEA_income	all_groups									
LVA	2016		BEA_income	all_groups									
LVA	2017		BEA_income	all_groups									
LVA	2018		BEA_income	all_groups									
LVA	2019		BEA_income	all_groups									
LVA	2020		BEA_income	all_groups									
LVA	2021		BEA_income	all_groups									
MAC	2004		BEA_income	all_groups									
MAC	2005		BEA_income	all_groups									
MAC	2006		BEA_income	all_groups									
MAC	2007		BEA_income	all_groups									
MAC	2008		BEA_income	all_groups									
MAC	2009		BEA_income	all_groups									
MAC	2010		BEA_income	all_groups									
MAC	2011		BEA_income	all_groups									
MAC	2012		BEA_income	all_groups									
MAC	2013		BEA_income	all_groups									
MAC	2014		BEA_income	all_groups									
MAC	2015		BEA_income	all_groups									
MAC	2016		BEA_income	all_groups									
MAC	2017		BEA_income	all_groups									
MAC	2018		BEA_income	all_groups									
MAC	2019		BEA_income	all_groups									
MAC	2020		BEA_income	all_groups									
MAC	2021		BEA_income	all_groups									
MAR	2004		BEA_income	all_groups									
MAR	2005		BEA_income	all_groups									
MAR	2006		BEA_income	all_groups									
MAR	2007		BEA_income	all_groups									
MAR	2008		BEA_income	all_groups									
MAR	2009		BEA_income	all_groups									
MAR	2010		BEA_income	all_groups									
MAR	2011		BEA_income	all_groups									
MAR	2012		BEA_income	all_groups									
MAR	2013		BEA_income	all_groups									
MAR	2014		BEA_income	all_groups									
MAR	2015		BEA_income	all_groups									
MAR	2016		BEA_income	all_groups									
MAR	2017		BEA_income	all_groups									
MAR	2018		BEA_income	all_groups									
MAR	2019		BEA_income	all_groups									
MAR	2020		BEA_income	all_groups									
MAR	2021		BEA_income	all_groups									
MCO	2007		BEA_income	all_groups									
MCO	2008		BEA_income	all_groups									
MCO	2009		BEA_income	all_groups									
MCO	2010		BEA_income	all_groups									
MCO	2011		BEA_income	all_groups									
MCO	2012		BEA_income	all_groups									
MCO	2013		BEA_income	all_groups									
MCO	2014		BEA_income	all_groups									
MCO	2015		BEA_income	all_groups									
MCO	2016		BEA_income	all_groups									
MCO	2017		BEA_income	all_groups									
MCO	2018		BEA_income	all_groups									
MCO	2019		BEA_income	all_groups									
MCO	2020		BEA_income	all_groups									
MCO	2021		BEA_income	all_groups									
MDA	2004		BEA_income	all_groups									
MDA	2005		BEA_income	all_groups									
MDA	2006		BEA_income	all_groups									
MDA	2007		BEA_income	all_groups									
MDA	2008		BEA_income	all_groups									
MDA	2009		BEA_income	all_groups									
MDA	2010		BEA_income	all_groups									
MDA	2011		BEA_income	all_groups									
MDA	2012		BEA_income	all_groups									
MDA	2013		BEA_income	all_groups									
MDA	2014		BEA_income	all_groups									
MDA	2015		BEA_income	all_groups									
MDA	2016		BEA_income	all_groups									
MDA	2017		BEA_income	all_groups									
MDA	2018		BEA_income	all_groups									
MDA	2019		BEA_income	all_groups									
MDA	2020		BEA_income	all_groups									
MDA	2021		BEA_income	all_groups									
MDG	2004		BEA_income	all_groups									
MDG	2005		BEA_income	all_groups									
MDG	2006		BEA_income	all_groups									
MDG	2007		BEA_income	all_groups									
MDG	2008		BEA_income	all_groups									
MDG	2009		BEA_income	all_groups									
MDG	2010		BEA_income	all_groups									
MDG	2011		BEA_income	all_groups									
MDG	2012		BEA_income	all_groups									
MDG	2013		BEA_income	all_groups									
MDG	2014		BEA_income	all_groups									
MDG	2015		BEA_income	all_groups									
MDG	2016		BEA_income	all_groups									
MDG	2017		BEA_income	all_groups									
MDG	2018		BEA_income	all_groups									
MDG	2019		BEA_income	all_groups									
MDG	2020		BEA_income	all_groups									
MDG	2021		BEA_income	all_groups									
MDV	2004		BEA_income	all_groups									
MDV	2005		BEA_income	all_groups									
MDV	2006		BEA_income	all_groups									
MDV	2007		BEA_income	all_groups									
MDV	2008		BEA_income	all_groups									
MDV	2009		BEA_income	all_groups									
MDV	2010		BEA_income	all_groups									
MDV	2011		BEA_income	all_groups									
MDV	2012		BEA_income	all_groups									
MDV	2013		BEA_income	all_groups									
MDV	2014		BEA_income	all_groups									
MDV	2015		BEA_income	all_groups									
MDV	2016		BEA_income	all_groups									
MDV	2017		BEA_income	all_groups									
MDV	2018		BEA_income	all_groups									
MDV	2019		BEA_income	all_groups									
MDV	2020		BEA_income	all_groups									
MDV	2021		BEA_income	all_groups									
MEX	2004	9631568694.081861	BEA_income	all_groups									
MEX	2005	11112015270.504911	BEA_income	all_groups									
MEX	2006	12710939406.60362	BEA_income	all_groups									
MEX	2007	15491195129.113705	BEA_income	all_groups									
MEX	2008	13073643607.120232	BEA_income	all_groups									
MEX	2009	11717504905.61165	BEA_income	all_groups									
MEX	2010	13679376706.597437	BEA_income	all_groups									
MEX	2011	20737994497.387028	BEA_income	all_groups									
MEX	2012	17051817319.134008	BEA_income	all_groups									
MEX	2013	14361396417.989857	BEA_income	all_groups									
MEX	2014	7151214465.911692	BEA_income	all_groups									
MEX	2015	12364423585.718351	BEA_income	all_groups									
MEX	2016	11568865065.906301	BEA_income	all_groups									
MEX	2017	14558984635.22997	BEA_income	all_groups									
MEX	2018	14255212130.570301	BEA_income	all_groups									
MEX	2019	15018664850.193417	BEA_income	all_groups									
MEX	2020	11233329657.93876	BEA_income	all_groups									
MEX	2021		BEA_income	all_groups									
MHL	2004		BEA_income	all_groups									
MHL	2005		BEA_income	all_groups									
MHL	2006		BEA_income	all_groups									
MHL	2007		BEA_income	all_groups									
MHL	2008		BEA_income	all_groups									
MHL	2009		BEA_income	all_groups									
MHL	2010		BEA_income	all_groups									
MHL	2011		BEA_income	all_groups									
MHL	2012		BEA_income	all_groups									
MHL	2013		BEA_income	all_groups									
MHL	2014		BEA_income	all_groups									
MHL	2015		BEA_income	all_groups									
MHL	2016		BEA_income	all_groups									
MHL	2017		BEA_income	all_groups									
MHL	2018		BEA_income	all_groups									
MHL	2019		BEA_income	all_groups									
MHL	2020		BEA_income	all_groups									
MHL	2021		BEA_income	all_groups									
MKD	2004		BEA_income	all_groups									
MKD	2005		BEA_income	all_groups									
MKD	2006		BEA_income	all_groups									
MKD	2007		BEA_income	all_groups									
MKD	2008		BEA_income	all_groups									
MKD	2009		BEA_income	all_groups									
MKD	2010		BEA_income	all_groups									
MKD	2011		BEA_income	all_groups									
MKD	2012		BEA_income	all_groups									
MKD	2013		BEA_income	all_groups									
MKD	2014		BEA_income	all_groups									
MKD	2015		BEA_income	all_groups									
MKD	2016		BEA_income	all_groups									
MKD	2017		BEA_income	all_groups									
MKD	2018		BEA_income	all_groups									
MKD	2019		BEA_income	all_groups									
MKD	2020		BEA_income	all_groups									
MKD	2021		BEA_income	all_groups									
MLI	2004		BEA_income	all_groups									
MLI	2009		BEA_income	all_groups									
MLI	2010		BEA_income	all_groups									
MLI	2011		BEA_income	all_groups									
MLI	2012		BEA_income	all_groups									
MLI	2013		BEA_income	all_groups									
MLI	2014		BEA_income	all_groups									
MLI	2015		BEA_income	all_groups									
MLI	2016		BEA_income	all_groups									
MLI	2017		BEA_income	all_groups									
MLI	2018		BEA_income	all_groups									
MLI	2019		BEA_income	all_groups									
MLI	2020		BEA_income	all_groups									
MLI	2021		BEA_income	all_groups									
MLT	2004		BEA_income	all_groups									
MLT	2005		BEA_income	all_groups									
MLT	2006		BEA_income	all_groups									
MLT	2007		BEA_income	all_groups									
MLT	2008		BEA_income	all_groups									
MLT	2009		BEA_income	all_groups									
MLT	2010		BEA_income	all_groups									
MLT	2011		BEA_income	all_groups									
MLT	2012		BEA_income	all_groups									
MLT	2013		BEA_income	all_groups									
MLT	2014		BEA_income	all_groups									
MLT	2015		BEA_income	all_groups									
MLT	2016		BEA_income	all_groups									
MLT	2017		BEA_income	all_groups									
MLT	2018		BEA_income	all_groups									
MLT	2019		BEA_income	all_groups									
MLT	2020		BEA_income	all_groups									
MLT	2021		BEA_income	all_groups									
MMR	2004		BEA_income	all_groups									
MMR	2005		BEA_income	all_groups									
MMR	2006		BEA_income	all_groups									
MMR	2007		BEA_income	all_groups									
MMR	2008		BEA_income	all_groups									
MMR	2009		BEA_income	all_groups									
MMR	2010		BEA_income	all_groups									
MMR	2011		BEA_income	all_groups									
MMR	2012		BEA_income	all_groups									
MMR	2013		BEA_income	all_groups									
MMR	2014		BEA_income	all_groups									
MMR	2015		BEA_income	all_groups									
MMR	2016		BEA_income	all_groups									
MMR	2017		BEA_income	all_groups									
MMR	2018		BEA_income	all_groups									
MMR	2019		BEA_income	all_groups									
MMR	2020		BEA_income	all_groups									
MMR	2021		BEA_income	all_groups									
MNE	2004		BEA_income	all_groups									
MNE	2005		BEA_income	all_groups									
MNE	2006		BEA_income	all_groups									
MNE	2007		BEA_income	all_groups									
MNE	2008		BEA_income	all_groups									
MNE	2009		BEA_income	all_groups									
MNE	2010		BEA_income	all_groups									
MNE	2011		BEA_income	all_groups									
MNE	2012		BEA_income	all_groups									
MNE	2013		BEA_income	all_groups									
MNE	2014		BEA_income	all_groups									
MNE	2015		BEA_income	all_groups									
MNE	2016		BEA_income	all_groups									
MNE	2017		BEA_income	all_groups									
MNE	2018		BEA_income	all_groups									
MNE	2019		BEA_income	all_groups									
MNE	2020		BEA_income	all_groups									
MNE	2021		BEA_income	all_groups									
MNG	2004		BEA_income	all_groups									
MNG	2005		BEA_income	all_groups									
MNG	2006		BEA_income	all_groups									
MNG	2007		BEA_income	all_groups									
MNG	2008		BEA_income	all_groups									
MNG	2009		BEA_income	all_groups									
MNG	2010		BEA_income	all_groups									
MNG	2011		BEA_income	all_groups									
MNG	2012		BEA_income	all_groups									
MNG	2013		BEA_income	all_groups									
MNG	2014		BEA_income	all_groups									
MNG	2015		BEA_income	all_groups									
MNG	2016		BEA_income	all_groups									
MNG	2017		BEA_income	all_groups									
MNG	2018		BEA_income	all_groups									
MNG	2019		BEA_income	all_groups									
MNG	2020		BEA_income	all_groups									
MNG	2021		BEA_income	all_groups									
MOZ	2004		BEA_income	all_groups									
MOZ	2005		BEA_income	all_groups									
MOZ	2006		BEA_income	all_groups									
MOZ	2007		BEA_income	all_groups									
MOZ	2008		BEA_income	all_groups									
MOZ	2009		BEA_income	all_groups									
MOZ	2010		BEA_income	all_groups									
MOZ	2011		BEA_income	all_groups									
MOZ	2012		BEA_income	all_groups									
MOZ	2013		BEA_income	all_groups									
MOZ	2014		BEA_income	all_groups									
MOZ	2015		BEA_income	all_groups									
MOZ	2016		BEA_income	all_groups									
MOZ	2017		BEA_income	all_groups									
MOZ	2018		BEA_income	all_groups									
MOZ	2019		BEA_income	all_groups									
MOZ	2020		BEA_income	all_groups									
MOZ	2021		BEA_income	all_groups									
MRT	2004		BEA_income	all_groups									
MRT	2005		BEA_income	all_groups									
MRT	2006		BEA_income	all_groups									
MRT	2007		BEA_income	all_groups									
MRT	2008		BEA_income	all_groups									
MRT	2009		BEA_income	all_groups									
MRT	2010		BEA_income	all_groups									
MRT	2011		BEA_income	all_groups									
MRT	2012		BEA_income	all_groups									
MRT	2013		BEA_income	all_groups									
MRT	2014		BEA_income	all_groups									
MRT	2015		BEA_income	all_groups									
MRT	2016		BEA_income	all_groups									
MRT	2017		BEA_income	all_groups									
MRT	2018		BEA_income	all_groups									
MRT	2019		BEA_income	all_groups									
MRT	2020		BEA_income	all_groups									
MRT	2021		BEA_income	all_groups									
MUS	2004		BEA_income	all_groups									
MUS	2005		BEA_income	all_groups									
MUS	2006		BEA_income	all_groups									
MUS	2007		BEA_income	all_groups									
MUS	2008		BEA_income	all_groups									
MUS	2009		BEA_income	all_groups									
MUS	2010		BEA_income	all_groups									
MUS	2011		BEA_income	all_groups									
MUS	2012		BEA_income	all_groups									
MUS	2013		BEA_income	all_groups									
MUS	2014		BEA_income	all_groups									
MUS	2015		BEA_income	all_groups									
MUS	2016		BEA_income	all_groups									
MUS	2017		BEA_income	all_groups									
MUS	2018		BEA_income	all_groups									
MUS	2019		BEA_income	all_groups									
MUS	2020		BEA_income	all_groups									
MUS	2021		BEA_income	all_groups									
MWI	2004		BEA_income	all_groups									
MWI	2005		BEA_income	all_groups									
MWI	2006		BEA_income	all_groups									
MWI	2007		BEA_income	all_groups									
MWI	2008		BEA_income	all_groups									
MWI	2009		BEA_income	all_groups									
MWI	2010		BEA_income	all_groups									
MWI	2011		BEA_income	all_groups									
MWI	2012		BEA_income	all_groups									
MWI	2013		BEA_income	all_groups									
MWI	2014		BEA_income	all_groups									
MWI	2015		BEA_income	all_groups									
MWI	2016		BEA_income	all_groups									
MWI	2017		BEA_income	all_groups									
MWI	2018		BEA_income	all_groups									
MWI	2019		BEA_income	all_groups									
MWI	2020		BEA_income	all_groups									
MWI	2021		BEA_income	all_groups									
MYS	2004	2933404801.4984927	BEA_income	all_groups									
MYS	2005	3484250148.809932	BEA_income	all_groups									
MYS	2006	3578867041.191576	BEA_income	all_groups									
MYS	2007	4111479211.7724824	BEA_income	all_groups									
MYS	2008	5307814266.078007	BEA_income	all_groups									
MYS	2009	3741896459.889275	BEA_income	all_groups									
MYS	2010	4561827402.787794	BEA_income	all_groups									
MYS	2011	4443855963.725792	BEA_income	all_groups									
MYS	2012	4020214779.191795	BEA_income	all_groups									
MYS	2013	4288698434.84564	BEA_income	all_groups									
MYS	2014	2851568301.980374	BEA_income	all_groups									
MYS	2015	1372366191.8483534	BEA_income	all_groups									
MYS	2016	1216378862.0058491	BEA_income	all_groups									
MYS	2017	1991024618.745946	BEA_income	all_groups									
MYS	2018	2093108291.0387135	BEA_income	all_groups									
MYS	2019	2108687403.301451	BEA_income	all_groups									
MYS	2020	1654297422.2945182	BEA_income	all_groups									
MYS	2021		BEA_income	all_groups									
NAM	2004		BEA_income	all_groups									
NAM	2005		BEA_income	all_groups									
NAM	2006		BEA_income	all_groups									
NAM	2007		BEA_income	all_groups									
NAM	2008		BEA_income	all_groups									
NAM	2009		BEA_income	all_groups									
NAM	2010		BEA_income	all_groups									
NAM	2011		BEA_income	all_groups									
NAM	2012		BEA_income	all_groups									
NAM	2013		BEA_income	all_groups									
NAM	2014		BEA_income	all_groups									
NAM	2015		BEA_income	all_groups									
NAM	2016		BEA_income	all_groups									
NAM	2017		BEA_income	all_groups									
NAM	2018		BEA_income	all_groups									
NAM	2019		BEA_income	all_groups									
NAM	2020		BEA_income	all_groups									
NAM	2021		BEA_income	all_groups									
NER	2004		BEA_income	all_groups									
NER	2005		BEA_income	all_groups									
NER	2006		BEA_income	all_groups									
NER	2007		BEA_income	all_groups									
NER	2008		BEA_income	all_groups									
NER	2009		BEA_income	all_groups									
NER	2010		BEA_income	all_groups									
NER	2011		BEA_income	all_groups									
NER	2012		BEA_income	all_groups									
NER	2013		BEA_income	all_groups									
NER	2019		BEA_income	all_groups									
NER	2020		BEA_income	all_groups									
NER	2021		BEA_income	all_groups									
NGA	2004	3829580031.980845	BEA_income	all_groups									
NGA	2005	5396016556.990775	BEA_income	all_groups									
NGA	2006	1612612026.4657695	BEA_income	all_groups									
NGA	2007	1236177325.1844869	BEA_income	all_groups									
NGA	2008	1476023879.4472122	BEA_income	all_groups									
NGA	2009	945720271.7628151	BEA_income	all_groups									
NGA	2010	1389001651.7522504	BEA_income	all_groups									
NGA	2011	1473157555.4189296	BEA_income	all_groups									
NGA	2012	1571445979.511932	BEA_income	all_groups									
NGA	2013	1394665620.4333298	BEA_income	all_groups									
NGA	2014	1115698898.5360312	BEA_income	all_groups									
NGA	2015	1131015551.7808359	BEA_income	all_groups									
NGA	2016	707173281.3507159	BEA_income	all_groups									
NGA	2017	534003013.130323	BEA_income	all_groups									
NGA	2018	249374229.98703423	BEA_income	all_groups									
NGA	2019	686928617.6052092	BEA_income	all_groups									
NGA	2020	405576348.6972837	BEA_income	all_groups									
NGA	2021		BEA_income	all_groups									
NIC	2004		BEA_income	all_groups									
NIC	2005		BEA_income	all_groups									
NIC	2006		BEA_income	all_groups									
NIC	2007		BEA_income	all_groups									
NIC	2008		BEA_income	all_groups									
NIC	2009		BEA_income	all_groups									
NIC	2010		BEA_income	all_groups									
NIC	2011		BEA_income	all_groups									
NIC	2012		BEA_income	all_groups									
NIC	2013		BEA_income	all_groups									
NIC	2014		BEA_income	all_groups									
NIC	2015		BEA_income	all_groups									
NIC	2016		BEA_income	all_groups									
NIC	2017		BEA_income	all_groups									
NIC	2018		BEA_income	all_groups									
NIC	2019		BEA_income	all_groups									
NIC	2020		BEA_income	all_groups									
NIC	2021		BEA_income	all_groups									
NLD	2004	33957941798.897316	BEA_income	all_groups									
NLD	2005	38693461346.44872	BEA_income	all_groups									
NLD	2006	40046531990.566605	BEA_income	all_groups									
NLD	2007	47476903756.921646	BEA_income	all_groups									
NLD	2008	51818764261.58093	BEA_income	all_groups									
NLD	2009	60176703446.264244	BEA_income	all_groups									
NLD	2010	71664344561.39487	BEA_income	all_groups									
NLD	2011	82868668389.86235	BEA_income	all_groups									
NLD	2012	80752374939.40137	BEA_income	all_groups									
NLD	2013	83634193820.08179	BEA_income	all_groups									
NLD	2014	75723629329.70343	BEA_income	all_groups									
NLD	2015	75029754001.57529	BEA_income	all_groups									
NLD	2016	76932901665.67363	BEA_income	all_groups									
NLD	2017	86594255341.4583	BEA_income	all_groups									
NLD	2018	89928026625.24239	BEA_income	all_groups									
NLD	2019	90322959759.68317	BEA_income	all_groups									
NLD	2020	73558959242.86255	BEA_income	all_groups									
NLD	2021		BEA_income	all_groups									
NOR	2004	7655044448.666708	BEA_income	all_groups									
NOR	2005	8135673306.652696	BEA_income	all_groups									
NOR	2006	10608279239.26323	BEA_income	all_groups									
NOR	2007	14276278839.006102	BEA_income	all_groups									
NOR	2008	25158209484.32282	BEA_income	all_groups									
NOR	2009	15112056650.303099	BEA_income	all_groups									
NOR	2010	20099311813.48751	BEA_income	all_groups									
NOR	2011	21420726826.51911	BEA_income	all_groups									
NOR	2012	19693963538.572464	BEA_income	all_groups									
NOR	2013	17748441496.185085	BEA_income	all_groups									
NOR	2014	4116229723.754186	BEA_income	all_groups									
NOR	2015	4601819526.308275	BEA_income	all_groups									
NOR	2016	2363366983.5617	BEA_income	all_groups									
NOR	2017	4437432304.138401	BEA_income	all_groups									
NOR	2018	4455009297.186402	BEA_income	all_groups									
NOR	2019	3814797946.136941	BEA_income	all_groups									
NOR	2020	1420033220.884128	BEA_income	all_groups									
NOR	2021		BEA_income	all_groups									
NPL	2004		BEA_income	all_groups									
NPL	2005		BEA_income	all_groups									
NPL	2006		BEA_income	all_groups									
NPL	2007		BEA_income	all_groups									
NPL	2008		BEA_income	all_groups									
NPL	2009		BEA_income	all_groups									
NPL	2010		BEA_income	all_groups									
NPL	2011		BEA_income	all_groups									
NPL	2012		BEA_income	all_groups									
NPL	2013		BEA_income	all_groups									
NPL	2014		BEA_income	all_groups									
NPL	2015		BEA_income	all_groups									
NPL	2016		BEA_income	all_groups									
NPL	2017		BEA_income	all_groups									
NPL	2018		BEA_income	all_groups									
NPL	2019		BEA_income	all_groups									
NPL	2020		BEA_income	all_groups									
NPL	2021		BEA_income	all_groups									
NZL	2004	328220319.7748226	BEA_income	all_groups									
NZL	2005	1053401575.602303	BEA_income	all_groups									
NZL	2006	981106690.2871317	BEA_income	all_groups									
NZL	2007	910174787.3389465	BEA_income	all_groups									
NZL	2008	827099800.7602005	BEA_income	all_groups									
NZL	2009	838135625.4626032	BEA_income	all_groups									
NZL	2010	560688578.8391868	BEA_income	all_groups									
NZL	2011	855447352.8708543	BEA_income	all_groups									
NZL	2012	790811869.2232974	BEA_income	all_groups									
NZL	2013	554003471.6735895	BEA_income	all_groups									
NZL	2014	438780765.7276126	BEA_income	all_groups									
NZL	2015	740209285.2279934	BEA_income	all_groups									
NZL	2016	668396102.8639523	BEA_income	all_groups									
NZL	2017	1089447829.8471408	BEA_income	all_groups									
NZL	2018	684757106.9316103	BEA_income	all_groups									
NZL	2019	730753440.3901113	BEA_income	all_groups									
NZL	2020	915384787.0088819	BEA_income	all_groups									
NZL	2021		BEA_income	all_groups									
OMN	2004		BEA_income	all_groups									
OMN	2005		BEA_income	all_groups									
OMN	2006		BEA_income	all_groups									
OMN	2007		BEA_income	all_groups									
OMN	2008		BEA_income	all_groups									
OMN	2009		BEA_income	all_groups									
OMN	2010		BEA_income	all_groups									
OMN	2011		BEA_income	all_groups									
OMN	2012		BEA_income	all_groups									
OMN	2013		BEA_income	all_groups									
OMN	2014		BEA_income	all_groups									
OMN	2015		BEA_income	all_groups									
OMN	2016		BEA_income	all_groups									
OMN	2017		BEA_income	all_groups									
OMN	2018		BEA_income	all_groups									
OMN	2019		BEA_income	all_groups									
OMN	2020		BEA_income	all_groups									
OMN	2021		BEA_income	all_groups									
PAK	2004		BEA_income	all_groups									
PAK	2005		BEA_income	all_groups									
PAK	2006		BEA_income	all_groups									
PAK	2007		BEA_income	all_groups									
PAK	2008		BEA_income	all_groups									
PAK	2009		BEA_income	all_groups									
PAK	2010		BEA_income	all_groups									
PAK	2011		BEA_income	all_groups									
PAK	2012		BEA_income	all_groups									
PAK	2013		BEA_income	all_groups									
PAK	2014		BEA_income	all_groups									
PAK	2015		BEA_income	all_groups									
PAK	2016		BEA_income	all_groups									
PAK	2017		BEA_income	all_groups									
PAK	2018		BEA_income	all_groups									
PAK	2019		BEA_income	all_groups									
PAK	2020		BEA_income	all_groups									
PAK	2021		BEA_income	all_groups									
PAN	2004	435226317.4443572	BEA_income	all_groups									
PAN	2005	615584720.1687518	BEA_income	all_groups									
PAN	2006	519349988.4733117	BEA_income	all_groups									
PAN	2007	661116947.8668877	BEA_income	all_groups									
PAN	2008	664109509.5455221	BEA_income	all_groups									
PAN	2009	537923231.5010595	BEA_income	all_groups									
PAN	2010	355136686.0524069	BEA_income	all_groups									
PAN	2011	217417735.7652765	BEA_income	all_groups									
PAN	2012	323652734.1222761	BEA_income	all_groups									
PAN	2013	186023184.0665447	BEA_income	all_groups									
PAN	2014	183416440.17713138	BEA_income	all_groups									
PAN	2015	364550548.38650155	BEA_income	all_groups									
